text,rating,polarity_score,polarity
very good hope we meet good works and relation here the best of the best,5,10,positive
periksa aman masuk jelas neg mau ap terimakasih,1,3,positive
chat ajh kudu bayar parah,1,-1,negative
bagus,5,2,positive
apkh cari job,4,-3,negative
becanda kah verifikasi pake nebak hewan hadap atas pake hewan pilih kek pilih sampe,1,-8,negative
very powerful and useful,5,0,neutral
nggatheli cok,1,0,neutral
info lowonganya tipu,1,-3,negative
kali upgrade,1,0,neutral
karyawan cari kerja,5,2,positive
baik verifikasi guna masuk sulit gambar terang jelas neg,1,6,positive
haloooo pegawai yth main blokir enak ada neg info hapus data butuh neg ada neg salah apaapa tibatiba non aktif ada neg informasi mana letak profesionalisme pernah neg memposting postingan isi konten hoaks tipu jenis,1,7,positive
interestingwe can hear so many exsplane n how n why from very succesful man and woman on the worldvery exitead,5,-3,negative
bagus mohon mudah settingannya lamar kerja,4,10,positive
bantu tambah ilmu dalam hebat inspirasi terap terimakasih,5,15,positive
moga bantu,4,4,positive
tolong dri linked klo basmi qnet nipu post loker harap ketat serta surat resmi prusahaan,1,2,positive
guna tambah wawas bantu cipta lapang kerja butuh,5,7,positive
nya neg bantu cari kerja mepersulit org dgn verifikasi jelas neg penting neg kali puluh kali salah mulu gambar kodok taw ngadep kiri kanan suka dah sebal maaf uninstall jelek guna neg,1,-1,negative
bad,2,-4,negative
good program,5,5,positive
pakai,4,0,neutral
many benefits looking for job seeker tried it,5,0,neutral
coba,1,2,positive
verifikasi daftar guna sulit ulang kali tetep salah maaf makasih,1,4,positive
,5,0,neutral
tolong gimna sii mksdnya si kodok susah,1,-2,negative
si bikin dibikinn ribet verifikasi taai,1,-4,negative
bagus penuh degan,5,2,positive
job portal bantu guna,5,4,positive
gatau makenyatp kaya bagus,4,3,positive
email,3,0,neutral
maintenance,5,0,neutral
dah,5,-3,negative
medsos kelas banget,5,-2,negative
ntap,5,0,neutral
good,4,5,positive
oke,4,2,positive
jelas neg msuknya susah guna neg,1,-1,negative
tibatiba nonaktif akun tugas kuliah mohon bantu aktif mohon tangan terimakasih,3,15,positive
proses blokir dapat neg kesal,2,4,positive
why is it slow when running the application is too slow and a problem occurs i have been upgrading every time but the problem persists i cant use it even view the homepage or notifications,1,-8,negative
membatudan manfaat,5,5,positive
terima bantu,5,5,positive
bawa go internasional go world wide,3,1,positive
field asistant,4,0,neutral
motivasi ambil pengalamanyg bagi suka duka korban kesuksesanbisa jadi semangat,5,8,positive
the best of application for job seeker many utility of skill and utility of experiences for your improvement career,5,0,neutral
gimna verifikasi,4,0,neutral
bagus bangun networking,5,2,positive
llllloppopoo,3,0,neutral
bagus,1,2,positive
pc gt soal neg klo onlinedi pc hrus verivication gt susah,4,-4,negative
salesman,3,0,neutral
boga group bakerzin hurricanes grill pancake co by dore,5,0,neutral
aplikasi bagus mantap,5,3,positive
moga hasil cari loker,5,1,positive
pa rudy gbr blk mesanine dimensi unp eddy susanto,5,-5,negative
good job,5,5,positive
tlong donk byk info loker hoax skip,2,-8,negative
masuk susah,1,-6,negative
koneksi,3,2,positive
iklan proses daftar rumit mesti bayar,1,-5,negative
bagus info kerja aktivitas kerja relevan teman,5,3,positive
verifikasi,1,0,neutral
fiktur,5,0,neutral
cool,3,2,positive
info loker,3,-3,negative
purno,5,0,neutral
alhamdulillah kenal usaha,4,9,positive
dapat neg percaya sepenuh usaha tipu hati hati lamar kerja,1,11,positive
what the hell is thisthis doesnt suit medont download ityoull regret it later,1,0,neutral
bagus muas jelek copot,4,3,positive
bantu cari relasi kerja,5,5,positive
yasemoga sesuai harap sayathank you,4,6,positive
ok thanks,5,7,positive
kerja,4,2,positive
jelas neg tentu neg hasil,1,1,positive
pandu wisata karaton sumenep th,4,3,positive
cari kerja freshgraduate experience rekruiter manfaat positif gantung olah terimakasih,5,10,positive
semangat ajar,5,5,positive
selaluh setia selaluh sehat walafiat aktifitas hari,5,0,neutral
berbagay plat stainless lai cover cladding intalasi eskalator tks,5,3,positive
jaabvwa rtaag a p qqi fff gt neg ttvtjj,5,0,neutral
terima baru kala baik bug tingkat performa fitur bantu hubung jaring profesional bina karier,5,13,positive
,1,0,neutral
susah kerja,3,-1,negative
moga kerja mudah,5,7,positive
zaman now bagus,5,2,positive
apaaan si niat neg biar download doang astaghfirullah jahat,1,-5,negative
verivikasinya drai gambar kodok banteng ada neg bener pilih sesuai,1,5,positive
instal ntar nyeselll jelek sulit verifikasi suruh pilih gambar badak hadap atas salah mulu bener nyesel habisin kuota doang,1,-16,negative
great for people get connected industry area but unfortunately sometimes its hard solve the verification methodetried select the same picture can you give more easier method i hope you will hear this,3,3,positive
paham,1,0,neutral
jelek banget pas verifikasi masuk neg akal kali kali salah,1,-8,negative
amira tent usaha gerak bidang jasa sewa tenda lengkap alat pesta usaha orang ada event wedding nikah launching grand opening resmi pabrik bazar ulang jenis tenda tenda roder tenda roder dekorasi tenda roder dekorasi vip tenda roder transparan tenda dekorasi nikah tenda bazar tenda event tenda kantor marketing service tenda gudang amira tent,5,40,positive
bantu ingormasi lowong kerja,5,5,positive
user friendly manfaat karir bisnis layan profesional sulit verifikasi dsb seleksi alam gausah pake dtg langsung pos satpam bawa map,5,12,positive
sentuh gambar hadap atastpi ups tepathddhhhh apaanngk,1,3,positive
jaring universalmembermember mancanegarabanyak,5,3,positive
bantu,5,3,positive
jelek bgtt verifikasi aneh,1,-1,negative
susah cocokin gambar,1,-1,negative
sentuh gambar adap atas pala kau cape plis usah neg instal loginnya sulit mending instal joobstreet loker,1,-8,negative
kali nonaktif payah ad neg niat buat jahat iseng,1,-6,negative
w z,5,0,neutral
recruitment abal abal bodong,1,0,neutral
i have good experience for installing this application its help me reach more job than before thanks,5,10,positive
scam,1,0,neutral
tensi aj ni dah tau lgsung pake email tp ending ny email lg msuk,1,-11,negative
good info update if you need for the job,5,2,positive
perbaikin verifikasi bnr,1,0,neutral
obb,5,0,neutral
bnget jjjj,5,0,neutral
daftar susah aneh verifikasi suruh pilih gambar hadap klik salah sampe kiamat,1,-7,negative
bisa neg buka buruk,1,-2,negative
,5,0,neutral
pas isi kode recaptcha bisa neg x aman sistem bisa neg acc,1,-2,negative
sorry susah banget suruh cari gambar hadap coba kali ttp salah,1,-11,negative
bisa neg baka email beda tetep bisa neg uninstall terimakasih,1,3,positive
apaaa sihhh verifikasi susah suruh pilih gambar hadap tetep salah gatau dahhh kecewa,1,-10,negative
,5,0,neutral
lana tinggal,3,1,positive
yahsmoga dgn sgala perlu lancar,5,6,positive
way,5,0,neutral
terimakasih batu,5,7,positive
guna neg,1,1,positive
bisa neg donlot,1,0,neutral
bangke,1,0,neutral
lambat,3,1,positive
banget,5,1,positive
layan muas suka,5,10,positive
poor,4,-4,negative
maaf nonaktif alas neg pulih tetep bisa neg,1,2,positive
job description good,5,5,positive
musimaplikasimusiklgukenangan,1,0,neutral
diupgrade neg bisa neg buka aplikasi,1,-1,negative
i cant my account,1,0,neutral
batu sosial,5,6,positive
,5,0,neutral
akurat,5,0,neutral
lucu bikin darah,1,7,positive
,1,0,neutral
ok banget,5,5,positive
baik,5,3,positive
bantu,5,3,positive
ikut kuis ada neg versi bahasa indonesia bisa neg,2,-3,negative
moga bermanpaat,5,1,positive
uninstallnya gimana,3,0,neutral
jelas neg enak jelas neg verifikasi pakai gambar jelas neg memgarah jagan instal maaf,1,12,positive
kasih biar dinotice konfirmasi gambar mbe hadap atas sulit unik emang bikin emosi org gatau,5,6,positive
maaf verifikasi konyol suruh cari kudanil lihat sampe tanggan gempor hasil neg hasil,1,3,positive
,2,0,neutral
update berat buka bugentah kuota penuh internet daerah lumayan bagus tolong kembang baik,2,13,positive
biar produk dulumodal tr s join fi,5,5,positive
temu profesional bidang,5,2,positive
info lokernya akurat,5,-3,negative
gatau buka henti muat ulang hmmmm,2,-2,negative
gimana gabisa karna sistem aman pilih gambar eror puluh kali salah gabisa masuk tolong benah,3,-12,negative
guna neg download bro nyesel download,1,-4,negative
god luck,5,4,positive
amazing for legal network,5,0,neutral
,5,0,neutral
bagusssss bangetttt,5,0,neutral
oke mantap,5,7,positive
bantu,5,3,positive
moga manfaat,5,6,positive
laptop pake verifikasi gambar kodok kagak hp seribet neg guna neg jelas neg ribet hasil verifikasi laptop bisa neg emosi,1,1,positive
dbikin ribet bisa neg jls neg,1,-4,negative
gimana mengembankaa usaha maksimal,5,4,positive
dana prakerja,1,4,positive
bagus cari kerja,5,1,positive
mudah cari kerja bnyak koneksi,5,5,positive
haha suruh cari mnhdap smpe biar nungguing gilir biar mnghadap ttp salah heemmm beres neg jelas neg,1,-6,negative
o k,5,0,neutral
the is really wasting my samsung phones device storage thats why i gave a one star rating,1,-2,negative
goooddd,5,0,neutral
bantu,5,3,positive
layan sinyal kadang hilang daerah parung,4,8,positive
kurir,5,0,neutral
solusi motivasi sip daaaaah,5,6,positive
ngelamar gitu pas regist gagal dasar anak dajjal,1,-4,negative
gajelasssss masuk susah bnr,1,-6,negative
paham neg guna apl tolong jelasin,2,4,positive
jo zz,5,0,neutral
coba,5,2,positive
syukur masuk media sosial,5,6,positive
teka teki nyiksa sumpah,1,-1,negative
manfaat sempat sempit serah urus maha kuasa tuhan yme mudah mudah mudah,5,25,positive
verifikasi susah pilih pakek hp laptop tolong baik kyk gni ngk biaa akun salah dri tekateki gambar suara,1,1,positive
susah verifikasi iq jungkok,5,-3,negative
daftar susah pilih gambar bilang salah,1,-6,negative
yoss auto uninstall dev ngabantu sulit masuk suruh verfikasi sulit jelas neg banget,1,-3,negative
cocok,2,4,positive
sangad,5,0,neutral
,1,0,neutral
ok,3,4,positive
i cant sign so annoyed,3,0,neutral
yeah,4,0,neutral
bagus mudah cari kerja temu circle,5,7,positive
hubung kerja simpel praktis,5,10,positive
daftar sulit gimana makenya,1,1,positive
,4,0,neutral
tambah relasi,5,6,positive
bismillahirrahmanirrahim assalamualaikum warahmatullahi wabarakatuh,5,3,positive
download bisa neg payah,1,0,neutral
bisa neg daftar verifikasi kali kali tetep bisa neg,1,1,positive
semang putus asa,2,6,positive
membantubagi,5,0,neutral
tolong tambah mode gelap please add dark mode,5,-1,negative
divisi uang admin,3,0,neutral
bisa neg guna neg terimkasih,1,1,positive
bagus untk sahabat benua,5,6,positive
setia layan,5,-2,negative
prakerja,5,0,neutral
,5,0,neutral
membanti,5,0,neutral
susah verifikasi gambar kodok pilih salah,1,-9,negative
xzaz,3,0,neutral
,5,0,neutral
muas,5,5,positive
bantu cari kerja curhat kerjan doang banyak share alam doank,1,10,positive
execelent,4,0,neutral
suka padasoso diya tida poka,5,3,positive
banding job seeker,5,3,positive
ada neg ok,2,8,positive
suka eror buka mau neg responsangat neg kecewa si,1,7,positive
jelek salah mending web,1,-7,negative
its good for connecting people the world,5,5,positive
dapat,3,2,positive
jumpa teman hebat,5,0,neutral
keren mantap,5,5,positive
lumayan lancar update,3,5,positive
driver and bangun proverty,5,0,neutral
bisa neg cek ulas bisa neg mau neg bantu hapus,1,1,positive
kuaaaatrrroooieeekk update,5,0,neutral
jrlek,1,0,neutral
susah siiih bolak gagal heran,1,-3,negative
bikin paket gua abiszz,1,1,positive
maaf kasi bisa neg share video youtube eror paksa uninstall,1,-9,negative
bagus,2,2,positive
verifikasi pakai teka teki cari kerja susah makin susah hadeh,1,-9,negative
maaf kecewa bangat dgn apknya suruh pilih gambar hadap verifikasi susah bangat pilih puluh kali gagal kecewa bangat dowloadnya,1,-9,negative
verifikasi susah banget pusing,1,-6,negative
linkedln bantu berusahatank you linkedln,5,3,positive
kemarin bobol ku linkedlnuntung privatskrng lihat pakai akun disinimangkanya download linkedlntolong jk nama bobol pakai ku inisaya tanggung neg jawabkarena guna neg linkedlnskrng dowload maka,5,-6,negative
goog,5,0,neutral
niat neg download daftar verifikasi jelas neg salah bisa neg tolong,1,1,positive
info kenal job,5,0,neutral
bantu wawas,5,3,positive
update mulu,1,2,positive
nagih gaji rate wkwk,1,0,neutral
bantu akses dunia bagi alam cari kembang giat usaha,4,11,positive
syrat susah,1,-3,negative
semangattttttt,5,0,neutral
ksh dl dpt krj,3,0,neutral
lihat,1,3,positive
c k,4,0,neutral
mantap,5,5,positive
oke banget informasi,5,5,positive
keren,4,0,neutral
tolol susah kali daftar ribet verifikasi muter jelas neg,1,-10,negative
didik patut apresiasi,5,5,positive
sumpah kali masuk susah banget hahaha fix uninstal,1,-2,negative
verifikasi ribet suara hasil alih tebak gambar cepat salah kali kali salah uninstall ribet,1,-3,negative
sulit periksa keman,1,-5,negative
bantu terimakasih linkedln,5,8,positive
up,5,0,neutral
broken verifikasi trus suruh verifikasi kali kali broken,1,-2,negative
asu susah nian bangsat,1,-4,negative
susah daftar masukin no hp suruh ngulang pas dimasukin bisa neg coba akun ada neg,3,5,positive
exlusive good,5,5,positive
good pokok,5,8,positive
mudah,5,4,positive
bagusmantap,5,0,neutral
jalan,5,0,neutral
manfaat,5,5,positive
hei dev klo bnr tolol gmpang email gmail dripada dsruh pecah tekateki situ tolol n brengsek download cari kerja untuk neg main teka teki mutu neg boss,1,-11,negative
nice apps get good opportunity,4,9,positive
media sosial bagus bangun jaring profesionalitas kerja,5,11,positive
mantab,4,0,neutral
ok,4,4,positive
opsional,5,0,neutral
informasi begabung linkedia terimakasih,4,7,positive
kualitas tingkat,5,5,positive
dota,1,0,neutral
tlg masuk perangkat gagal dlm aktif,1,-2,negative
rumah tangga tanggung jawab waregza dela hoya sidabutar lari tanggung bayar garuk piring div sinar mas kandista asslap ptsampoernaagro tbk kebun sumber sawit oki palembang janji bayar hasil kerja asisten ingkar janji rp tunggu niat baik malu almamater malu tanggung jawab asisten,5,5,positive
nice job,5,4,positive
halo kecewa nonaktif lalu neg larang coba verifikasi tolak ikut rules tolong kembali,1,-1,negative
cari kerja gambar hadap atas,1,-3,negative
krend,5,0,neutral
bagus,4,2,positive
the good job,5,5,positive
verif susah mumet cari kerja mumet verif jga clue bener bgtu sulit banget,1,-8,negative
gabisa uninstall,1,0,neutral
super,3,3,positive
mudah transaksi,5,8,positive
kali sa mo masuk up date truss yha,3,-3,negative
usaha pialang kasih linkedln lapor ditindaklanjuti neg kalah platform belah,1,-7,negative
good know and implement as a partner of my career,5,5,positive
bagus tambah bisnis,5,8,positive
bantu lowong kerja,4,5,positive
bagus bnnngggeeettt,5,2,positive
too,3,0,neutral
mayan,5,0,neutral
bantu,4,3,positive
,2,0,neutral
bisa neg diuninstall,1,0,neutral
testimoni,5,3,positive
luas wawas buka lebar,5,9,positive
guna profesional,5,1,positive
komunikatif n peduli,4,4,positive
,5,0,neutral
guten,4,0,neutral
keren,4,0,neutral
lumayan,1,1,positive
bukti kerja,1,-1,negative
nice for looking jobs,5,4,positive
bagus,5,2,positive
android koneksi,4,2,positive
bagus,5,2,positive
bisa neg daftar terosssssssssssss gagal gitu,1,-3,negative
keren,5,0,neutral
tolong bisa neg bikin bisa neg,1,3,positive
great apps and super useful,5,6,positive
,5,0,neutral
ngak tau,1,-4,negative
gabisa masukin nomer eh puter,1,0,neutral
support lifestyle,5,4,positive
suka aplikaai,5,3,positive
v good,5,5,positive
woah,5,0,neutral
aplikasi neg cari kerja curhat kerja,1,-1,negative
penasaran,5,-3,negative
lupa sandi ribet verifikasinyaaaa,2,-3,negative
bantu tambah relatiin,5,6,positive
susah daftar verifikasi kodok zuma gagal gambar hadap atas ada neg pilih kodok zuma atas susah cari kerja plissss,1,-18,negative
profesional kembang on the of the best thanks,4,6,positive
bantu ad lowong ngasih tauterima linkedln,5,6,positive
ribet hrus verik gambar salah mulu mutu neg,1,-1,negative
rekomendasi jalin hubung kerja profesional,5,3,positive
semog,3,0,neutral
simpel bijaksana efisien efektif,5,13,positive
ninggalin aktif,3,-2,negative
bikin gabisa gabisa gtu,1,0,neutral
daftar susah periksa robot neg salah daftar tetep ajh salah,2,-14,negative
bismillahirrahmanirrahim assalamualaikum warahmatullahi wabarakatuh,5,3,positive
sungguh,5,4,positive
baik inovatif,5,3,positive
info lowong kerja akurat jobs seeker,5,-1,negative
